Movie_Title,Storyline
Naa Saami Ranga,Jati is a teenager with Asperger's syndrome. He struggles to find his identity amidst various social challenges.
Gangs of Godavari,"Brian fights with a group of elite rugby players after feeling humiliated and gets hurt. He decides to confront them again, but this time armed. A film of revenge, of street epic, of camaraderie and neighborhood warriors."
Salt Water,Something terrible happened to Jenny's friends and she must travel back in time to fix it.
National Theatre Live: Nye,A group of five complete strangers who are haunted by their own dreams and trauma from their past connect on the Internet -- and they decide to travel to the one motel where they all experienced the cause of their own separate nightmares.
Game On,"Akpos, a struggling individual, takes a temporary job as a waiter at Crystal Hotel for an event hosted by the Minister of Poverty Alleviation, where a scheme to assist the underprivileged is being launched."
Chuck Billy and the Marvelous Guava Tree,"The story of Niculae, Moromete's youngest son, who in the 1950s becomes an acclaimed young writer who lives his life and complicated love stories in a charged atmosphere tainted by suspicion."
Atypical Pirate,"Captures the life-changing journey of 21-year-old non-athletic YouTuber, Inoxtag, sets out to climb Mount Everest within one year."
Ole Aale,"A gripping narrative of a child prodigy who eyes the impossible as a doctor to give a fresh breath of life to life. A mesmerizing tale of ambition, sacrifice and the delicate balance between professional success and personal redemption."
Kidnapping Inc.,"Wang Bing's sequel documentary chronicles the struggles of migrant workers at clothing workshops, capturing their daily struggles to survive on low wages and exploring the possibility of collective empowerment as China's economy booms."
1995,"Playful act of Martin by installing a spy app in his love of life Leena's phone reveals a mysterious character thereby triggering events that questions love,trust, friendship, technology and unravels the thrilling darkside of human actions"
We Are Faheem & Karun,"Mandara, Vishwa's love meets heartbreak. Yashora, orphan heiress, flees murderous uncle seeking fortune. Their paths cross, intertwining love, loss, resilience. Dramatic climax against Sri Lankan backdrop, captivating soundtrack."
The 1916 Project,"For 400 years, Barroz, a loyal servant, has guarded da Gama's treasure. Bound by a centuries-old magic, he awaits the arrival of a true descendant worthy of claiming it."
Fight Like a Girl,A group of colleagues crash land on a mysterious island that they cannot escape. They discover they are not alone when they encounter an array of blood thirsty creatures and dinosaurs out to get them. Will they survive the island?
Writing a Love Song,"A group of misfit rockers rents an Airbnb on the way to a festival, with no idea that they've booked an eternal stay in Camp Blood. The Killer Clown is back, and this time he's taking a bride."
The Honey Trap,"Swooning over a charming transfer student, a high school teen becomes entangled in a love triangle between her crush and a close childhood friend."
Børnene fra Sølvgade,"Dalia (42), discovers that her husband has vanished without a trace. As her life and her job as a subway driver begin to collapse; the violent indifference of her environment engulfs her in a dark tunnel that seems to lead nowhere."
Ateez World Tour: Towards the Light - Will to Power,"Liu Shi San, a city graduate, faces challenges in love and career. Returning to his hometown with his grandmother, he decides to renovate her canteen to pursue city dreams, encountering obstacles that reshape his priorities."
The Beast Inside,"When an underground marketplace of illegal activities is besieged by an army of bloodthirsty assassins, a ragtag group of criminals must band together to fight for survival."
St. Vierja Academy,"Sheriff Sam Anderson, determined to capture a savage killer in the tranquil town of Pinegrove, discovers a shocking truth - the vicious werewolf he hunts may be closer than he ever imagined."
Pinnil Oral,A couple producing custom erotic films is dragged into a nightmarish conspiracy when they start working for a mysterious client.
Jenni,An old gay man tries to remember all his past lovers.
Blue,"Erika and Ryan are a happily married couple living in a high rise Apartment in Atlanta, Ga. Everything is going great until Erika meets a handsome, mysterious man in her building and they start having an affair."
Laggam,Iyus living alone with his mother since his father died. He has an imaginary friend named Babah Tbob (only Iyus can see him) who ultimately helps Iyus become a genius on his journey.
Valley of the Shadow of Death,"Daniel is on a road trip through the American West with his teenage daughter Artis. They live in a golden bubble: camping and enjoying the landscape. But whenever people approach them, Artis runs od, leaving Daniel anxiously searching for her. As they cross the Great Plains and head into the Rocky Mountains, Artis starts disappearing more and more, slowly turning Daniel's dream bubble into a nightmare. 'Pacifica.' is a film about loss, denial and America's complex relationship with guns."
Greenwood Rising: The Rise of Black Wall Street,"Traces Van Zandt's career as a musician, activist and actor from New Jersey to stadiums around the world."
El bus de la vida,"After the death of her Eurasian grandmother, Jenny convinces her mother and sister to come along to Bali to unravel their family background so they can find happiness in their family and love life."
Bury Him,A dysfunctional family sets off on a road trip to immerse the grandfather's ashes in Goa and drama ensues.
Purushothamudu,"A preteen with musical talents and magical abilities struggles to fit in with her unconventional family. As she approaches her 13th birthday, she unravels family secrets, embracing her unique identity."
Art Spiegelman: Disaster Is My Muse,"In the midst of global pandemic, a trending voice chat platform becomes a lifeline for a group of friends seeking connection and solace. Their lives take an unexpected turn overnight when a mysterious stranger enters their chat room."
Chhava,"Miss Cleo, a psychic reader, achieves fame through Psychic Readers Network in the 90s. However, the network gets accused of fraud and misleading advertising, turning her world upside down."
Nobody Wants to Shoot a Woman,"A jaded woman torments her ladies-man neighbor with elaborate schemes, but their heated battle of wills transforms into something else entirely."
Appuram,"A story of mutual testing, guilt, and struggle between Liu Suisui and her mother Li Mei."
Inga Naan Thaan Kingu,Three moms go to great lengths to stop their children from ending up with what they believe are the wrong girlfriends for them.
Counted Out,"Sisters search for Blackbeard's lost treasure, racing against ruthless rivals who'll stop at nothing, including murder, to claim the legendary pirate gold before them."
Bel Ami,"Focus on the intense rivalry between two visionaries and founders of contesting rocket companies, Chris Kemp and Peter Beck."
"Aku Jati, Aku Asperger",A handsome con artist who likes to ensnare older women finds himself entangled in a deadly situation when he falls in love with one of his clients.
Vrutos,"Five spirits from Our Home come to Earth to help a promising medium who lost himself in the networks of selfishness and, after his death, wanders around the world acting against his former companions."
The Time Travel Hills,"An ensemble comedy about love, choreographed dance, kitchen safety, stranger danger, planetary physics, and the idea that it's never too late in life to figure out who you really are."
The Dream Ledger,"Rosita is a cheerful woman with an eager desire to have children. Those around her think it is irresponsible because she can barely take care of herself. When Rosita does become pregnant, she decides to keep it a secret."
The Waiter,"Over a year, 12 diverse Christian leaders explore contentious issues and seek fellowship at retreats in Grand Rapids, Michigan. They navigate divisions while holding onto their shared belief in love, testing the bonds they build."
The Moromete Family 3: Father and Son,A carefree bachelor's life is disrupted when he is thrust into the role of caregiver for a spirited young girl.
Kaizen,Recounts the rise and fall of a small Atlanta HBCU picnic that exploded into an influential street party and spotlighted ATL as a major cultural stage.
O2,"In a village in the Sierra de Madrid, a couple feels that their children, who have since moved out, have forgotten about them. To get them back, they will pretend that they have won the lottery and that they are multimillionaires."
Youth (Hard Times),The past catches up with Dublin taxi driver Frank Burke after his father's death.
Athomugam,"Swathi, who was once a free and progressive young woman, is now captivated by an unknown man. She needs to find the reason why she was captured and escape this trap from a masked man who has no limits when it comes to torture."
Mandara,A young woman's life is turned upside down when her perfect husband is brutally murdered and now she finds herself in grave danger.
Barroz: Guardian of Treasures,"Antonia, a young Corsican photographer, navigates life, friendships, and love amidst the island's political turmoil from the 1980s to the early 2000s, depicting a generation's journey."
Jurassic Triangle,"In this thoughtful documentary, Carolyn Jones sets out to explore what's driving the maternal health crisis and how we can fix it through interviews with midwives, nurses and mothers as well of time spent at birthing centers."
Camp Blood 9: Bride of Blood,"""Nasoor: A tale of a man lost in pursuit of wealth, oblivious to what truly matters. Harshvardhan's futile quest for purpose leads to drastic decisions, mirroring the unhealed wounds of modern life."""
I Am the Secret in Your Heart,"A lonely Norwegian teen finds an injured amnesiac man at the harbor and claims they're lovers. As she builds a false reality around him, discoveries about his past raise doubts."
Dead Man's Switch,"The plot follows a journalist investigating a village woman accused of witchcraft, attempting to uncover the truth behind the false accusations."
Moments We Shared,"The film follows criminal justice reform advocate Kemba Smith, a woman charged as a co-conspirator to her college boyfriend's drug-trafficking crimes and sentenced to 24.5 years in federal prison with no opportunity for parole."
(Pri)sons,"Fanny, a journalist, finds a photo album revealing Christiana's life, an obscure photographer. Investigating, she locates Christiana's exhibited works, including self-portraits with a Love Doll, in Paris."
American Werewolf,"A garage attendant receives a proposal from a user, a birdwatcher enthusiast, to drive him in pursuit of a crane that has lost its way. They will cross half of Europe turning the search into a flight and the flight into learning."
Custom,"In 1950s France, a boy's life transforms when his father begins building a boat in their garden by the Marne River. The family joins in creating their vessel, blending real life with dreams."
Memorabilia,A young couple go down a rabbit hole of conflicting internet advice in order to save their relationship.
Dangerous Affair,"Three friends from an island move to Tokyo and share an apartment. When mysterious beings grant them telepathic powers, their friendship evolves as they discover the true nature of their newfound abilities."
Iyus Jenius,"A man goes in search of some urgently required answers to the world of Bhairavakona, from which there's seemingly no way out."
Pacifica.,The finale to the Bull Shark trilogy as a family of Bull Sharks faces off against a small Texas lake community.
Stevie Van Zandt: Disciple,The death of Christine and the choice to bury her in Wettelen lead to the unraveling of unexpected family secrets on the journey to her final resting place.
Loving Bali,"Seeking a fresh start, a young woman finds her sanity on the brink due to unexplained disappearances and chilling nocturnal echoes in her new home."
Veeranjaneyulu Vihara Yatra,"Exploring Hitchcock's iconic style through his early film ""Blackmail,"" an insight into the director's emerging techniques and themes during the transition to talkies, showcasing elements that would define his later masterpieces."
My Freaky Family,"CEO Lazer Griffin finds himself trapped in a living nightmare where the only way out of the torture, out of the box, is to accept both his many crimes and his horrific punishment."
Dilemma,The stark personality differences between sisters Karen and Jule become apparent as their families come together for a birthday party.
Miss Cleo: Her Rise and Fall,"A newly formed family confronts challenges while pursuing individual goals and facing the intricacies of modern life, relying on love, trust, and resilience to guide them."
Cille 2069,"In a drought-stricken Beverly Hills, wealthy farmers face environmental crisis and water privatization. As marketing schemes run wild and resources dwindle, tensions escalate, leading to unexpected international conflict."
Lyubvi ne byvaet?,A loser enters into a real time game to win which leads him to explore challenges and brings out the hidden secrets from his past.
The Lost Daughter,"A young family's life unravels into chaos as a sinister presence targets each member in its own malicious manner. Through the lens of police evidence, Mark, Diana, and Mia endure the torment of a demon deeply rooted in Greek mythology."
Es por su bien,"In Albania's post-communist landscape, a lonely mother, Mira, and her troubled teenage son, Toni, struggle through an outbreak of civil violence that tears their East European nation apart."
Gold Raiders,"It's a love letter to Gottfried von Cramm, one of the forgotten tennis heroes of the 20th century, whose career and fame was shunned early on due to the rising rampant homophobia that prevailed after the Roaring Twenties."
Wild Wild Space,"A family's rhythmic life in a village house faces disruption when the aging parents unexpectedly find themselves expecting another child, challenging the dynamic as the growing children contemplate their future paths."
André Rieu's 2024 Maastricht Concert: Power of Love,"In the grim final days of WWII, German soldiers and civilians will do anything to survive. An army medical team is on the run, trapped behind enemy lines as they are hunted by a vicious killer bent on their total annihilation."
Cons & Cougars,"Based on actual events, The lives of fitness celebrities Craig Titus and Kelly Ryan took a dark turn when they hired a young female assistant."
Nosso Lar 2,"Dhunu, now in her late teens, still climbs trees, swims, and most importantly, dreams of continuing her childhood life as a guitarist in her rock band. However, life does not unfold as Dhunu wishes. As she faces the bitter and sour moments of life, she stands on the threshold of leaving her once-happy childhood behind."
To the Moon,"Set on England's Southwest coast, the story follows a father-son pair of struggling fishermen, John Winter and Charlie. A huge loss in their lives leads to a confrontation with emotions neither are equipped to deal with."
Holy Rosita,"Abhirup and Babli meet, and Babli falls for Abhirup. She later discovers Abhirup loves Jhuma, her friend, who is talented and beautiful. The story explores their emotional conflicts and struggles with these intertwined relationships."
Leap of Faith,"A once close family of three brothers and a sister face growing divides and tensions but ultimately reunites through forgiveness after a tragedy strikes, reaffirming the strength of familial bonds."
Daaru Na Peenda Hove,"Oscar-winning cinematographer Philippe Rousselot offers a master class in image making, with insightful examples from his work on Diva, Hope and Glory, A River Runs Through It, Dangerous Liaisons, Interview with the Vampire and many more in this cineaste's delight."
Freaknik: The Wildest Party Never Told,"A desperate Chinese immigrant and a wayward American strike a marriage pact, navigating around each other to grow a connection for a green card."
Un lío de millones,"When a fledgling writer suspects his wife of having an affair, he embarks on a bewildering odyssey with the lover's wife."
King Frankie,"Accused of her husband's brutal murder, a tenacious woman must unravel a web of lies and evade deadly threats to prove her innocence and unmask the true killer."
Rudhiram,"Zia Lainey, shattered by the loss of her son, awakens inside the afterlife of the Oculus, transforming her into Zylah, Leader of the Suits. As she navigates this enigmatic realm, Zylah grapples with her new-found identity and revenge to hold those who are responsible. All while seeking solace and understanding for her own grief."
Black Men Don't Cheat,"When a rideshare driver is wrongfully framed for the abduction of two women, he must navigate a relentless pursuit by the law while uncovering a chilling conspiracy, risking everything to clear his name."
Preemptive Listening,"Snow White declines the Prince's offer to witness the Evil Queen and the Hunter's intimate encounter, quipping she'd prefer to hear about it instead."
In His Own Image,Handicapped lawyer and her father unravel a conspiracy while fighting a case related to a suicide that exposed the RTI Act. Their mission sees them tackle challenges.
American Delivery,"With the catastrophic regression of her adopted son, Lexi, a small-town lawyer, is confronted with the reality of corporate fraud at the highest level. Will she hold a massive corporation accountable in this true whistleblower story?"
Nasoor: Let's Restart,"Just a week before Jo gets married, she is reunited with Scarlet, rekindling their friendship and an ex-teen romance."
Min fantastiske fremmede,"'Scrambled' follows the uniquely quirky story of a man with half a penis, freshly out of prison, as he reenters the his former best friend's life, who is now an omelette chef, and wreaks havoc in all aspects of his life."
Boksi Ko Ghar,"When a number of mutilated bodies are discovered in a mansion, seasoned Detective Taylor is charged with finding the killer. An unlikely suspect reveals that some secrets are taken to the grave and some secrets take us to the grave"
Kemba,"Man loses job, faces financial ruin. Desperate, he enters illegal arms trade, eventually becoming South India's most notorious arms lord as his involvement deepens."
Third Eye,A Filipina K-drama fan meets the man of her dreams but things take a turn as she discovers the truth behind his pretend personality.
Birds Flying East,"After her sister dies by suicide, Anna infiltrates her artistic circle through a celebrity rehab to find answers. As she digs deeper, disturbing revelations challenge her quest for truth."
Slocum et moi,"The movie is about the real life story of a girl named Ameena from Hyderabad, India, who is victim of human trafficking."
Something's More Than One Thing,"Two lovers navigate post-graduation life, facing challenges of long-distance relationship and career demands. Their perspectives on shared experiences diverge as physical and emotional distance grows, straining their bond over time."
Fureru,"One family, namely Rahayu and her two children, Anissa and Aan, moved to a village that is said to have a dark history. One day, Aan disappeared without a trace because he was kidnapped by a spirit."
Ooru Peru Bhairavakona,"A hilarious headbanger finally makes it after struggling for decades, revealing it was all because of a childhood incident when the dark forces of heavy metal reached out from the grave."
Bull Shark 3,"Lovers Tom and Ajani dream of a new life in which their relationship does not have to be a secret. The two feel like outsiders in their conservative, small village. They move to Amsterdam, where a journey of self-discovery awaits them."
Waarom Wettelen,A gang of outlaws defend their hideout until they discover a shocking secret about who they are and what they're up against. Now it's a race against time as they look for a way to escape certain doom at the hands of the Clone Cops.
Deadbolt,"A feature length documentary that explores the history of LGBTQ+ stand up comedy, considering its importance as an instrument for social change over the past five decades."
Becoming Hitchcock: The Legacy of Blackmail,"Porimol, a factory worker, loses his job and faces hardships. An unexplained event gives him the power to see the future, changing his life's trajectory."
The Box,A pair of siblings travel to a cabin once owned by their now missing mother in the hopes of solving her strange disappearance.
The Sparrow in the Chimney,"Malu, a 50-year-old unemployed actress living off memories of her glorious past, shares a run-down home in a Rio de Janeiro slum with her conservative mother, whilst also dealing with a troubled relationship with her own daughter."
The Village Next to Paradise,"No Cap is a documentary about Light (Nero Greco), a Greek rapper with Kenyan roots. Growing up in Greece, he faced racism and social exclusion, but rose to fame, using trap music to break barriers and reshape the Greek music scene."
Pistachio Wars,"Peppa celebrates 20 years with 10 new episodes, a 3-part wedding special, a mix of animation and live action where Peppa enters the real world, a party bus bonus episode, and 5 sing-along songs."
Game On,An Irish hit man working for a Cuban crime boss and the IRA tries to leave his life of crime with the help of a savvy hooker.
Its Name Was Mormo,13 year old Federico and Susy are the sons of the most powerful rival bosses in the Naples. Suddenly life turns into a desperate race that leads them out of all control forever. But also a place where the power of choice is in your hands.
Luna Park,"Follows Anthony Madu, the Nigerian boy who became a viral sensation after a video showed him dancing ballet barefoot on a rainy street outside Lagos."
Playing to Survive: von Cramm vs Hitler,"In a world where books and cars share a sales floor, a misanthropic and immortal bookselling demon is forced to team up with a young, enthusiastic human assistant to save his bookstore."
Od marca do mája,Deeply personal audiovisual experience capturing a Deaf person's navigation through the Russian invasion of Ukraine and its ensuing chaos.
Huntress,"In tribal India, a man's conflict with nature escalates, sparking a gripping quest for justice amidst the unforgiving wilderness."
Fit for Murder,"An invincible theft group led by Chang Bojun, who secretly carried out a 1 billion yuan theft case on New Year's Eve. Unexpectedly, they encountered a gang robbing gang, and Chang's ex-girlfriend was accidentally involved in the case."
Village Rockstars 2,"Refusing treatment for her cancer, a woman goes on a road trip across Tasmania to check off items on her bucket list with her husband and best friend."
Blue,A young man returns home after rehab and uncovers the secrets of his town's abandoned psychiatric center.
Babli,A legal case unites two lawyers between rivalry and romance.
Veerayi Makkal,"Explore the fascinating history of the stage play ""Wicked"" in this engrossing documentary. Discover the backstory of the well-loved novel and theatrical adaptation, following its rise to praise from critics in the UK and abroad."
A Look Through His Lens,"Two sisters recover their late father's golden blade from enemy territory, joining forces with their father's former soldier to defend against attacks during their return journey."
Paper Marriage,"Egyptian military confronts terrorist groups responsible for massacring 21 Egyptians in Libya, highlighting the nation's security forces' operations against extremist organizations based on factual events."
Yesterday Is Almost Here,The kind and tolerant grandma (played by Hui Yinghong) reunites with her granddaughter (played by Liu Haocun) who was accidentally lost twelve years ago. The grandfather and grandson have gone from being estranged to relying on each other.
Dark Deceptions,"An elderly widow encounters a mysterious Mayan elder in rural Yucatán. As their worlds collide, they discover a profound bond that transcends cultural boundaries and transforms both their lives."
Oculus,"Sylvie Colonna, president of the football club of Haricots d'Arpajon, has remade her life with José Pinto. Their son, Manu, a somewhat lost thirty-something, dreams of becoming a player agent."
Rerouting,"Mindy, a girl, searches for her magical lost pony believed to lead to treasures on Catclaws Mountain. With friends, she uncovers life-changing secrets during this daring quest."
Schneewittchen,"Sylvia, a resolute CIB officer, seeks revenge for her father's death and confronts Armando, her main target."
RTI,"In 1986, Miller's End, Kentucky has become the target of something wicked. Many fall victim to a malevolent presence as a lawman and a mourning father are hell bent on solving the mystery and saving their town."
Protocol-7,"Marcos Tremmer is a successful publicist who lives in Madrid, madly in love with his wife, Lucía. One day, Marcos discovers that a deadly illness will end his life in a few months."
Tell That to the Winter Sea,"A young widowed father of two girls, struggles to navigate a broken system, until he discovers the ""Money Game"" from an unorthodox professor."
Scrambled,A circus-like dark comedy about a country of destruction.
Forgive Me Father,A woman travels through dimensions to find a distant man.
Harom Hara,"Four individuals, adrift in their pursuit of sexual gratification, find themselves inextricably linked by a shared longing for a deeper, purer connection that transcends carnal desires."
Seoulmeyt,"Two brothers and a sister; Tahsin (44), Yasin (38) and Remziye (34) have to meet in the city they were born due to the mysterious death of their father. They realize that they remember their common past differently. The tangled structure of siblinghood is experienced in all its aspects. Nothing is as any of them know."
Kingdom of Judas,"Convinced that his beloved Gio left him for money, Ace's life spirals downward as he drowns his sorrow in a drinking binge. Hopeful a plan devised by Ace's sister, Malou, can reignite their spark while keeping their meddling family at bay."
Ameena,"Journey of Malaikottai Vaaliban, an undisputed warrior, transcends time and geographies, triumphing over every opponent he encounters."
"Men Are from QC, Women Are from Alabang","LIKE MY BROTHER is a joyful, entertaining and inspiring story of relationships and respect, heartbreak and triumph. Ultimately, the film explores sport as a force for change and the bridge across different worlds. LIKE MY BROTHER explores what it takes to look for success in two worlds."
Marni: The Story of Wewe Gombel,"A young writer in desperate need of inspiration begins an affair with an enchanting, enigmatic older woman during a weekend in Santa Monica. It's a weekend neither will ever forget."
Deaner '89,"A feature-length film based on the story ""Me, a Pobeda and Berlin"" by the legendary Ukrainian musician Kuzma Scryabin."
Out,"Toni, a curmudgeon in his fifties, single and childless, runs away from children at all costs. His life takes an unexpected turn when his sister dies and overnight he becomes temporary guardian of her five adopted children."
Clone Cops,"After surviving a violent showdown, a conniving teen breaks out of a hospital determined to wreak havoc on her father's new wife and family."
Outstanding: A Comedy Revolution,"The struggle within a rural central Pennsylvanian community over the future of their public schools, where a vitriolic debate over books cloaks a more fundamental question: the future of America' secular democracy."
Shastri,"When a young man falls for a seductive but mentally unstable fortune-teller, he begins to suspect her family is hiding a diabolical secret."
Alien AI: Abducted,"Get ready for a buzz-worthy adventure in ""Waspzilla"". Deputy Callahan, a tough-as-nails law enforcement officer, finds herself teamed up with an eager rookie for an outlandish mission."
Malu,A detective who can see people's fatal weak spots investigates a murder at a museum gala. The case begins when thieves steal a treasure in a world where humans are near-immortal but have one vulnerable point.
No Cap,"A fun comedy about the life and conflicts of a family of believers and their interaction with people who do not believe or see life as they do, with a powerful message of redemption, unity and the unconditional love of God."
Peppa's Cinema Party,"Georgia O'Keeffe: the Brightness of Light explores the life and art of the most important woman artist of the 20th century. O'Keeffe became famous for her paintings of flowers, bones and emerged as an iconic role model for women."
The Mick and the Trick,"In this modern, coming of age documentary, Naomi, Jojo and Arham grapple with economic divides, gender roles, and family dynamics while competing in the fastest growing high school sport in the country: women's wrestling. ALL AMERICAN follows the lives of three immigrant and first-generation high school women wrestlers, who train and compete against both boys and girls, as their devoted coaches prepare them for competition and lives beyond high school. Family dynamics, economics and gender roles collide in this underdog story of community and found family. Personal evolution and transformation are forged through challenges encountered on and off the mat over 5 years of filmmaking, high school and eventually, college wrestling. Bound together by the perspectives of veteran women wrestlers, ALL AMERICAN maintains an inspiring tone while confronting tough realities of trailblazing female athletes and American immigrant families."
Criature,"A group of world leaders awakens a creature beneath the ocean floor, and mankind's only hope rests on an alliance between the giant ape and his mechanical arch-nemesis."
Madu,"Susana and Jorge decide to move to a mansion in front of a lake, in search of tranquility that will allow them to become parents. Her obsession with getting pregnant ends up attracting the ghost of a girl looking for a mother."
Vil & Misérable,"Siblings, Dodger and Raven return home to celebrate their father's retirement only to find themselves prey to a group of vengeful intruders hellbent on killing them."
Viktor,"The inspirational, feel-good story behind the legendary Swedish pop sensation Gyllene Tider."
Raavsaheb,"There is a legend about a yoghurt recipe passed down from father to son. Since this does not happen, the family suffers a curse. An attempt is made to decide who among the twins deserves to learn the knowledge of the legend more."
Breaking and Re-entering,"After a passionate night, Ava is stunned to learn Edmund is the new CEO, making her his secretary. She is trapped guarding their secret. Meanwhile, her friend Chloe manipulates Edmund into believing she's his mystery woman."
A Journey,"Green follows the harrowing journey of Mayanna, a man battling paranoid schizophrenia. Haunted by delusions and hallucinations, Mayanna's mind is tormented by a monster from a childhood story told by his mother."
Haze,"Activists protest at kibbutz Nir David, demanding legal public access to a river running through private grounds. Their fight highlights social inequality and property rights issues beyond the local area."
Perdiendo el Juicio,"Mysteries are often associated with the Devil's Market, including stories of people disappearing after visiting the place or having horror experiences in its surroundings."
Wicked: The Real Story,"Visiting estranged grandparents, eighteen-year-old Lilja auditions in town. Feeling at home in their mansion, she becomes entangled with the family's dark past and learns life-threatening secrets."
Cuerpo escombro,A mention of 1980's hair metal band Cougarsnake by Gen Z music star Bryce Cooper creates a frenzy to reunite the group as opening act for Cooper's upcoming charity concert. Teenager's Alex and Kat join forces to get the band back together.
Nine-Ring Golden Dagger,"A former French general married for 50 years learns that his wife cheated on him 4 decades ago. He is resolved to avenge his honor and, surrounded by his wife and their 3 children, he goes hunting for the culprit on the Côte-d'Azur."
Aserb: The Squadron,"Sarah and Antoine are on the verge of breaking up, weakened by their hectic lives, balancing work and their two children. One day, Simon, the eldest, confides in his mother that he's hearing voices. While Antoine struggles to grasp the extent of the problem, Sarah decides to support her son. How far will she be willing to go for love?"
Remember Me,"Two detectives struggling with their own needs, succumb to temptation when handling a large amount of cash."
Cosmos,"A documentary exploring the untold story of A Goofy Movie (1995). It follows a young creative team tackling their first Disney feature, its initial disappointment, and its surprising resurgence decades later."
4 Zéros,"A music mogul retreats to a remote cabin to mourn his famous wife's suicide. Amid the solitude of the Canadian wilderness he struggles with grief, until an unexpected encounter ends his isolation."
The Legend of Catclaws Mountain,"A troubled young woman moves to a small town to start fresh with her aunt, but soon learns the locals have a vendetta against her family-and her past might be the key to unraveling their dangerous secrets."
Manipula,"Renowned short story writer Eudora Welty is explored through intimate and charming interviews, both with Eudora herself and with family and friends. Seen through the backdrop of Jackson, Mississippi, Eudora is a revealing portrait of adventure, daring, humor and love as we meet a writer we only thought we knew."
On a Dark and Bloody Ground,"Yorkshire, 1898. A grieving woman and her son move back to the unoccupied house of her ex husband, recently found dead, but they discover that they are not alone inside the house."
The Silence of Marcos Tremmer,"When a young couple and their dog lodge at an idyllic campground, things turn terrifying when the owner reveals herself as a psychopathic killer."
Money Game,"After his release from prison, an ex-soldier embarks on a journey to reunite with his family."
Hiçbir Sey Normal Degil,"A bartender-combiner urgently needs to pay off a debt. He persuades his brother, a fiery bouncer, to arrange a bachelor party together, without the knowledge of the owners of the club where he works."
Bolero,"In 2150, artificial intelligence mutated and replaced humans control of the earth, and launched an eradication operation against humans. The surviving humans fought a desperate battle with the artificial intelligence army."
The Chronicles of Libidoists,"A wealthy tycoon's son becomes a valet to win the heart of a girl from a humble background. Determined to marry her, he faces challenges in gaining approval from her parents."
Bildigin Gibi Degil,"In Paris's Little Jaffna district, a Tamil neighborhood, rookie cop Michael goes undercover to expose a criminal gang linked to Sri Lankan separatists through extortion and money laundering."
My Boyfriend Is a Sex Worker 2,"A philanderer is lured into a kinky encounter by a provocative woman, only to discover she has undergone gender reassignment and was once the boy he terrorized in high school."
Malaikottai Vaaliban,"A directionless schoolboy becomes a goon to impress a girl fascinated by local goons. His decision leads to suspenseful, humorous consequences in the thrilling crime world."
Like My Brother,"Raya repeatedly wakes in the forest with amnesia. Each morning, she's in progressively deeper graves. In her cabin, she's tormented by visions of suffering women, their screams haunting her as reality blends with nightmares."
Meeting Ms. Leigh,"After suffering a terrible injury while hiking the Pacific Crest Trail, Irving must find a way to escape the woods alive and confront her inner demons with the help of a stranger."
Rocky Road to Berlin,"Three kids discover a magical raincoat that transports them into the body of its owner, a cursed magician. With a scorned witch hot on their trail, they must solve the mystery of the raincoat and break its curse before it's too late."
La familia Benetón,"Haunted by gambling debts, photographer Paolo Rinaldi stumbles upon a chilling detail hidden in a photo of an abandoned factory. Chasing the promise of easy money, he is pulled into a surreal and terrifying descent"
The Stepdaughter 2,"Broadway, Television and Film star, Robert Neary creates an unforgettable tribute to one of the greatest musical artists in history. This documentary/concert was filmed in front of 10,000 people at the Harry Chapin Lakeside Theatre, In East Meadow NY. Now with half a million fans worldwide and counting, along with 1000's of reviews all over the internet and social media, ""So Good The Neil Diamond Experience"" is selling out venues all over the country and being hailed as ""the most authentic and professional tribute to Neil Diamond, ever"""
An American Pastoral,Vivamax and Probe Archives present a documentary on the rise and fall and recent return of sexy movies in Philippine cinema. Featuring interviews from the sexy movie icons of the past and the rising sexy stars of the present.
The Occult,A crafty casino security officer is swallowed up by the seedy underworld of her small town as she searches for the man who allegedly raped and killed her teenage daughter.
Waspzilla,"The story of a crime that shocked an entire country: Nahir Galarza, a young woman who killed her boyfriend under unknown circumstances."
Achilles Curse and the Curse of Treasure,"A high school girl determined to become an idol faces obstacles pursuing her dream. Along the way, she befriends aspiring stars from all directions, learning what her shining ambition truly means."
"Nosotros, los De la Fe",Ali's life in Canada as a newcomer is shaken when his naive cousin Omid arrives unexpectedly from overseas. His arrival sets off a tide of misadventures threatening to cost him his cherished ambitions and driving him to wits end.
Georgia O'Keeffe: The Brightness of Light,Ruby is a thirty and flirty (but definitely not thriving) New Yorker whose life is transferred to the Hamptons right after a chance meeting with a wealthy consignment store owner.
All American,"Their company treats co-workers Alexandre, Lima, Rocha, Diguinho, and their families to a trip to Bahia, but this dream trip could be ruined by unseen events and problems."
Ape X Mecha Ape: New World Order,"A children's TV show host, ensnared in a case of amnesia, must confront his missing memories as his puppet co-stars turn on him."
Estela,"Rein, snowboard teacher, works in the Alps. Receives a visit from his father Gijs from the Netherlands. The two venture into the snow-capped mountains where they clash both with each other and with the merciless nature that surrounds them."
Phantoms,"A gender-swapped portrayal of aesthetic novelist Junichiro Tanizaki's masterpiece ""Manji"", set in modern times. A story of homosexuality and adultery, and destructive love."
Sommartider,"When a depressed, widowed NBA star loses everything, he reluctantly begins coaching a junior college women's basketball team, where he meets an orphaned basketball phenom who will change his life forever."
