Movie_Title,Storyline
The Landlord,"Macy, a writer, moves to a new house with eccentric landlord Katie, who becomes fixated on her. Despite her friends' jealousy, Macy decides to move, unsure of her survival."
Inedia,"After a series of mysterious and debilitating allergic reactions to food, a young woman joins a radical community of people who claim to be nourished by light."
Reversi,A man's undying love for his wife and son makes him go to great lengths to correct his past for a better future.
Becoming Madonna,"Madonna's rise to fame from 1978 to 1992, exploring her personal life, controversies, and the challenges she faced during that period."
They Are Watching,Two friends decide to search the deep underbelly of the dark web and soon find themselves stalked by a group that runs online torture rooms.
Finding Tony,"When a depressed, widowed NBA star loses everything, he reluctantly begins coaching a junior college women's basketball team, where he meets an orphaned basketball phenom who will change his life forever."
Red vs. Blue: Restoration,"When the universe's greatest villain returns in a terrifying new form, old adversaries, the Reds and Blues of Blood Gulch, will have to set aside their differences to save the galaxy one last time."
Sadik Ahmet,"Adapted from a true story, this film is about the Dr. Sadik Ahmet, who fought for the democratic rights of Muslim Turks in Western Thrace for many years."
The White House Effect,Explores the dramatic origin story of the climate crisis and how a political battle in the George H.W. Bush administration changed the course of history.
Double or Nothing,Two cousins embark on a high-energy race against the clock to find $50k when the mob discover one of them has been skimming from their Gold Coast workshop.
Sleep with Your Eyes Open,"Kai arrives from Taiwan for a holiday where she meets Fu Ang who later vanishes. Searching for him, Kai learns of Xiaoxin and Chinese workers in a skyscraper whose story mirrors hers. Over a hot, slow summer, bonds develop between them."
The Ark and the Darkness,"Noah's Ark withstands a global flood, corroborated by scientific evidence across disciplines. A team exposes the truth behind this ancient tale found in cultures worldwide, confirming the Biblical account."
The Lady with the Arrows,
Judge Not,Jackie tries to rebuild her life with her children while facing an unplanned pregnancy. Backlash from fellow church members when she resolves to give the baby up for adoption causes her to question her faith.
Samadhana Pusthakam,"Set against the backdrop of a school and the story is set in two different periods - 2000 and 2023. Alex, a business magnate, is invited by his school as chief guest for its 75th anniversary. Upon his visit to the school, he realises that students aren't given freedom even in modern times."
The Unrighteous,"An overworked man's petty revenge against his annoying neighbor unleashes her hidden madness, turning his entire building into a trap for his family."
Third Eye,"Fanny, a journalist, finds a photo album revealing Christiana's life, an obscure photographer. Investigating, she locates Christiana's exhibited works, including self-portraits with a Love Doll, in Paris."
Correr para Vivir,"Two Tarahumara brothers, talented runners, take divergent paths: Homero pursues athletic greatness, while Capó gets entangled in organized crime, seeking a better life, as their fates drift apart due to contrasting choices."
Aliens Return,"A picturesque English manor transforms into a nightmare for bride-to-be Mya. While preparing for her dream wedding, she stumbles upon a mysterious black substance that unleashes horrifying events."
Float,"An absurdist comedy about the men working inside of a motel bar, the womb of Missus."
Bhaje Vaayu Vegam,"To pay for surgery for his father, an aspiring cricketer makes a big bet. When the bookie cheats him, he retaliates - and gets caught in a crime web."
Veselka: The Rainbow on the Corner at the Center of the World,"As the second generation owner of New York's beloved Ukrainian restaurant Veselka reluctantly retires after 54 years, his son Jason faces the pressure of stepping into his father's shoes as the war in Ukraine impacts his family and staff."
The Box,"CEO Lazer Griffin finds himself trapped in a living nightmare where the only way out of the torture, out of the box, is to accept both his many crimes and his horrific punishment."
Bhimaa,Mysterious incidents at a historical temple bring a detective to a small town to investigate. He seeks the truth behind the strange happenings.
My Boyfriend Is a Sex Worker,"Ace, the perfect son of the influential Mendoza family, falls for Gio, a gay porn star and sex worker. Despite seeing themselves as a match, Angelica, the family's uptight matriarch, disapproves of their relationship."
The Hungarian Dressmaker,"Marika, a Hungarian widow dressmaker shelters a Jewish boy in her home on the Slovak-Hungarian border during the turbulent years of WW2 and the Wartime Slovak State."
Princess Halle and the Jester,"Goblins attack, capture king. Princess escapes with jester to his village, disguises as peasant. Stepmother usurps throne, issues reward for princess. Princess plans with friends to rescue father, restore peace."
"Düsseldorf, Skåne","The year is 1986. Fredrik and Nina are passionate about synth music. Fredrik's synth band is about to play its first gig but during the most important weekend in Fredrik's life, everything is put to the test."
Wicked: The Real Story,"Explore the fascinating history of the stage play ""Wicked"" in this engrossing documentary. Discover the backstory of the well-loved novel and theatrical adaptation, following its rise to praise from critics in the UK and abroad."
Line of Control,"When a young man disappears during the army's intensified anti-terrorist activities in Kashmir in 1993, his best friend will do anything to find him, even if it means sacrificing himself. Based on ""The Collaborator"" by Mirza Waheed."
Blood Debt,"Erwina, the youngest child who works in a factory that is known as the oldest in the area and is the mainstay of many families."
Landesverräter,"Switzerland, 1942: Hoping to make a career as a singer in Germany, poor vagabond Ernst Schrämli sells Swiss military information to a Nazi spy. But then his offense is discovered."
Bloody Beggar,"A beggar's life takes an unexpected turn when a misadventure upends his daily routine. Can he navigate the bizarre, witty situations that follow?"
Azotes de Barrio 2,
South Side Hero,"After serving a prison sentence, a father searches for his missing daughter who was entangled with a gang that planned to sell her, leading him to confront his old friend, the gang's leader, and take violent actions to rescue her."
Nazi Supersoldier,"Searching for an adventurous story in the woods, a group of journalism students awaken a superhuman being from its lost cryo-chamber. A long night of man hunting and desperation ensues."
H.P. Lovecraft's the Shadow Over Innsmouth,"A history professor tracing his family tree visits the seaside town of Innsmouth, on the North Yorkshire coast. While there he becomes caught up in disturbing events that lead to horrifying personal revelations."
Only Child,"After the tragic death of her mother, young Care is abruptly placed under the care of her father, Randy who is down on his luck. Care must navigate a new life with a dad she never knew existed."
The Big Trip 3: Race Around the World,"After two adventures, bear Mik-Mik longs for peace with his family and bees. But when a clumsy stork delivers the wrong baby again, his dreams are dashed. To make things right, Mik-Mik embarks on another wild adventure to fix the mix-up."
Kaze no so no kimi e,"Keiya, who failed his entrance exams, lived aimlessly in Mimasaka, Okayama Prefecture, known for its tea. Meanwhile, his brother Junya, having inherited the family's tea business, is devoted to revitalizing the town by promoting its tea culture. One day, Keiya learns that Rika, a pianist and Junya's ex-girlfriend from university, is coming to Mimasaka for a concert. When Rika collapses on stage, Keiya offers her a room at his house to recover, leading to an unexpected change in his lifestyle as they begin living together. Surrounded by the gentle breeze, the clear river and the lush green tea fields, Rika devotes herself to composing music. Keiya secretly grows feelings for her. However, there is a reason as to why she had to visit this particular place."
Graveyard Shark,"Renowned cryptid hunter Abby investigates the terrifying urban legend of the Graveyard Shark, a humanoid creature stalking its prey in Willsboro Point's graveyard. Teaming up with survivors, she uncovers the creature's dark origins."
Four.,A small-town couple with big dreams of making their family complete must persevere through infertility and tragedy
The Indian Story,"A smuggler's scheme to sell illegal gold takes an unexpected turn when he crosses paths with a counterfeit trader, unraveling a complex web of deceit that mirrors the intricacies of modern political scandals."
Masha and the Bear: Wonder Park,"Masha, Dasha and the Bear are going on a new exciting adventure to the Wonder Park, where a day full of exciting rides and incredible encounters awaits them. Dasha really wants to get to the show, so she is aiming to win all the quests in the park, Masha is just looking for maximum fun, and the Bear is seriously determined to test his ""smart"" camera. But everything does not go quite according to their plan."
The Art of Understanding Lover,"Agus, who is described as an intelligent, agile and tough man, whose behavior is effective in winning the heart of his partner, Kalis. The love story of Agus and Kalis during their courtship will be full of twists and turns."
Breaking Olympia: The Phil Heath Story,"The untold story of legendary bodybuilder Phil Heath, a 7-time Mr Olympia champion, as he battles back from injury in his quest to become the greatest of all."
Abracadaver,Three magician brothers reunite to pull off an impossible heist: stealing a priceless twin mummy from a heavily guarded location to preserve their family's legacy in the circus world.
Magnetosphere,"13-year-old Maggie navigates growing up, her first love, and moving to a new town, all while learning she has synesthesia - a condition that makes her see sounds, hear colours and more."
Eravamo bambini,"In a Carabinieri station in a small town on the Calabrian coast, a marshal interrogates a young and frightened postman, arrested during the night for threatening a patrol carabiniere with a knife."
Night Games,A young woman meets up with a wealthy boyfriend that she met online. She quickly finds herself entangled in a deadly game of cat and mouse involving a dark web organization called Acorn.
Laggam,A family who passes through various harsh situations in life. Every situation tests their bonding but the family tries to overcome every situation.
Vittoria,"A woman's world turns upside down after her father's death, as she experiences a recurring dream of a little girl, compelling her to dive into international adoption, risking her marriage, family stability, and moral compass."
Monkey King Fight Lion Camel,"The four disciples of Sun Wukong arrive at the Lion Camel Ridge and encounter the Lion Monster, Elephant Monster, and Dapeng Monster. Tang Monk falls into the trap of the demon in order to influence it, but ends up with a flaw."
Nottefonda,
404 Still Remain,"In 2001, a shy teen and his mom move to Daegu from rural Yeongcheon after family troubles. He bonds with his outgoing class president seatmate over Japanese culture, finding space to be himself despite societal constraints."
Tango Bar,"A haunting tale of Maria, a woman who dreams of becoming a model, only to find herself trapped in the world of sex trafficking at the Tango Bar. Surrounded by violence, Maria fights to survive while navigating the rules of her confinement."
Umjolo: Day Ones,"Childhood besties Zanele and Andile face a crossroads in their relationship. With Andile married and raising kids, Zanele grapples with the possibility that their bond might never evolve beyond friendship."
Bozji gnjev,"Ilija is a member of the Croatian Defence Council (HVO) somewhere in Central Bosnia in late 1993. One morning, after a routine mine laying campaign, he learns his younger brother Goran was killed far beyond enemy lines, together with eight other soldiers. Through a friend from the secret service, he finds out the mission was an unofficial one and that Goran and the others were acting as mercenaries. Ilija begins to expose a network of illegal activity involving not only the military, but high-ranking officials. As the investigation becomes more dangerous, his original intention to find out the truth slowly turns into a pathological mission of vengeance."
Heavens x Candy,This is a pure love story of a shy guy who falls in love with an AV actor he knows through fan activities.
Niko: Beyond the Northern Lights,Niko is a flying reindeer boy whose biggest dream is to become a member of Santa's flying forces. But instead he loses Santa's sleigh and during pursuit to get it back he learns the importance of friendship and doing things your own way.
A Merry Royal Christmas,"A high-powered wedding planner is pulled in at the last minute to plan a royal wedding set for Christmas Day. She meets a handsome stranger, who she is shocked to later discover is the prince whose sisters wedding she is planning."
Migraine,An artist believes her headaches could be connected to a mysterious disappearance.
E.1027: Eileen Gray and the House by the Sea,"E.1027 is a cinematic journey into the mind of Eileen Gray. A story about the power of female expression, and men's desire to control it."
Snow White,"Looking for love on dating apps. Iman falls for the romantic Emad online, she hides her dwarfism using a filter and catfishes Emad, but for the sake of love. Will her little secret be forgiven?"
Khameleon,"A lesbian with split personality disorder navigates psychological turmoil, dragging those around her into chaos as her fractured mind leads to destructive choices."
Troll Factory,"A crime drama that takes place when reporter Im Sang-jin, who learned of the existence of the 'comment army' through a report on online public opinion manipulation, encounters a huge entity in the process of covering them."
Gepack,"Four companions embark on a journey to the seaside, but their trip takes an unexpected turn as they discover a stowaway. This sets off a cascade of events, challenging them with dilemmas that will test the foundation of their friendship."
Shadow of Vengeance,An Ex Navy Seal is pushed to the brink when the man who murdered his mother is released early from prison and his niece is beaten within an inch of her life.
Bloody Mary,"Two witches' Blood Moon ritual requires a male sacrifice, but tonight's chosen one disrupts their plans. As they face unexpected dangers and personal demons, their bond proves more powerful than magic."
Midnight Perturbation,"An ancient demon is discovered and awoken by prying hands, wreaking havoc on the lives of those closest to it. Where they must do all they can to stop it from unleashing hell on earth."
Vivekanandan Viralaanu,A seemingly normal person's dual life is upended when he becomes infamous overnight. He struggles to reconcile his new public persona with his true self.
The Great One,"An award-winning sportswriter returns to her hometown and reflects on growing up among good friends, good times, baseball and Roberto Clemente in early 1970s Pittsburgh."
"Step Back, Doors Closing","When two open-hearted young adults spend an accidental weekend together in DC, they discover more about their beliefs, each other, and themselves than they bargained for."
The Girl in the Trunk,"Kidnapped bride trapped in trunk uses phone to attempt escape, facing poisonous wildlife. Failed attempt costs a life. Stranded in desert heat, she plays deadly game over phone to identify kidnapper and survive."
Nawi: Dear Future Me,13-year-old Nawi finds out her father is selling her to a much older man for a herd of goats. Instead of obeying tradition she chooses to fight her impending marriage and embarks on a journey to reclaim her dream of joining high school.
Pavi Caretaker,"An unmarried caretaker's life changes when he forms an unexpected bond, adding joy to his routine existence in a residential complex amidst life's challenges."
Fools' Paradise (lost?),"How do we heal ourselves through reconnection to the natural world? Immersed in experiences recounted by writers, artists, environmentalists, therapists, and activists, we explore how we need and use nature to regenerate ourselves."
Forbidden Love,"Neha gets drawn to the glamorous world of advertising. Enamoured by her boss Rajeev, her life with Sameer takes a forbidden turn. Trapped in a triangle of desire, loyalty and ambition, will she find a way out?"
Effigy,"Isolated on the fringes of a soulless metropolis, Catherine survives on scraps of translation work. But a mysterious client offers a lucrative job, and an opportunity for Catherine to indulge in her malformed and incompatible desires."
Death Streamer,A modern-day vampire employs technologically advanced glasses that enable him to hunt and LIVE STREAM his bloody feasts.
Sci-Fi Vixens from Beyond,"A curious alien researcher arrives on Earth to study human behavior, becoming fascinated by the attractive space warriors and cosmic adventurers who protect our planet from otherworldly threats."
À toute allure,A submarine officer and steward fall in love despite military duties. She dives for 90 days while he follows. Even oceans can't separate them - the world feels small when hearts are joined.
Hanami,"On a volcanic isle, Nana stays while others leave. Her ill mother Nia left after Nana's birth. Sent to the volcano's base for fever treatment, Nana encounters a dream-reality world. Years later, teenager Nana reunites with returning Nia."
So Long,
Historias invisibles,
I Can't Live Without You,"After he turns a family event into a disaster, a workaholic must choose between his marriage and his phone after his wife issues him an ultimatum."
Malês,"A couple about to get married is kidnapped from their homeland in Africa and brought to Brazil as slaves. Separated by fate, they both struggle to survive the horrors of slavery and become involved in the largest Brazilian slave uprising."
Aïcha,Explores how far one can go to break free from their past.
Could Have Waited for August,"Xavier, a village boy, falls for Laura, neighbor's granddaughter who visits her grandfather annually. Despite flirting at summer dances, Xavier believes he has no chance with her."
Jahangir National University,"Sourabh, a JNU student, opposes anti-national left-wing activities. Guided by Akhilesh Pathak, he finds his partner Richa. Facing challenges from the left, Sourabh and the right-wing gain prominence when he wins a pivotal JNU election."
Chhatrapati Sambhaji,"Chhatrapati Sambhaji Maharaj, son of Shivaji Maharaj, who grew up without parental love. Sambhaji proved himself a fearless and brave ruler, winning battles and instilling fear in the Mughal Empire."
Valari,"A possessed 13-year-old girl commits a horrific act, burying a secret. Years later, she returns to the village with her family, unaware of the looming vengeance from the past."
Heartsping: Teenieping of Love,"In order to find her soulmate, Romi wandered deep into the jungle. There, she meets Heartsping, a Teenieping with passion. On the way, they face grave dangers. Will Romi and Heartsping's friendship move on?"
Guna guna istri muda,A young wife attempt to destroy a family using witchcraft.
Tekka,"A janitor who lost his job and is trying to get it back by holding a girl hostage. Things get complicated when the girl's mother, Pooja, kidnaps Iqlakh's son Guddu, creating a stalemate between the parents."
Bardovi,"Anant, a hearse driver, discovers his late mother and grandmother were involved in a mysterious experiment after having strange dreams about them."
Anchakkallakokkan,In a small country town a cowardly police constable must survive his first days of duty when a convicted felon in lock up tries to seek revenge.
"Something Old, Something New, Something Borrowed","A working-class family in Buenos Aires runs an underground sports betting operation, which becomes matriarchal after the father's death."
The Keeper,"A special group of military veteran hikers help a fellow vet battle depression, PTSD, and suicidal tendencies as he hikes the Appalachian Trail while carrying 363 military name tapes on a mission to prevent veteran suicide. A true story."
The Secret Wife,"Tiffany Chambers' world is upended one morning when a woman confronts her with evidence that they are married to the same man. Now they have six hours before he gets home to decide if they are friends, enemies - or accomplices to murder."
Xue Yue Ji,"Beneath a blood moon's cursed light, a lost warrior awakens to face a shadow empire. Armed with ancient combat arts and prophecy, he fights to restore balance before darkness devours everything."
Going Viral,"In a neon-lit backdrop of the 1980s, a nerdy teenager suddenly gets the popularity he's always wanted when a deceitful artificial intelligence makes him a video star."
The Window,"Mina, a 15-year-old Pakistani girl, is given as atonement for her brother's misdeed. Her ruthless spouse imprisons her, leaving her imagination as refuge, while their families' lives collide in a devastating manner."
3310'dan Tüm Birimlere,
Hokwerda's Child,"Lin, a long-distance swimmer, is training for a cross-channel swim when she encounters Henri, a deep-sea welder, who, like her, thrives on danger. Drawing each other deep into an intense love affair, they forget that lovers too can drown."
What Happened to Suzy,With the help of a documentary film crew a young locksmith investigates his sister's disappearance only to discover the terrifying truth.
Mysteries of the Terracotta Warriors,"Fifty years after the Terracotta Warriors' discovery, this documentary unearths new secrets from China's first emperor's mausoleum and its 8,000 pottery soldier guards."
The Star City Murders,A Team of detectives are tracking down a serial killer whose methods are unlike anything law enforcement has ever seen.
Aserb: The Squadron,"Egyptian military confronts terrorist groups responsible for massacring 21 Egyptians in Libya, highlighting the nation's security forces' operations against extremist organizations based on factual events."
Universal Groove,A quick trip through the underground party scene as seen through the memories of eight people coming back to reality.
Nasty,"1972 was a turning point in Ilie Nastase's career: winning US Open, reaching Wimbledon and Davis Cup finals. It portrays his victories, controversies, rebellious persona challenging tennis norms, and his influence as a tennis rebel icon."
Star Abyss,"Humans travel through star gates. A spaceship gets trapped in the Star Abyss. Only 4 of 15 passengers can use hibernation pods. In panic, someone releases an alien monster to kill others for survival."
Ame no naka no yokujô,"A love triangle unfolds between two men and a woman, exploring the intense and bittersweet emotions of their entanglement, set against the backdrop of Chiayi City's retro streets evoking old Japan."
The Beast Inside,"When no one believes her, a woman possessed by a demonic entity is forced to perform an exorcism on herself."
#Models Wanted,The fashion industry's glitz conceals a sinister truth. Would-be models find their aspirations of fame turn into a harrowing battle to stay alive.
The Muleteer,"In 1930s Jalisco, a daring teenage girl ventures from the ranch where she grew up to find her father, adopting the guise of a muleteer."
The Bench,"A breakdown. A kind invitation. A cabin with a bloody past. Alex Summers and her newfound friends face a nightmarish reality as they are picked off one by one, drawn to the sinister bench below."
Little Brownie Kuzya,"The brownie escapes from the captivity of Baba Yaga in her magical world, and ends up in the apartment of the girl Natasha and her parents. Kuzya needs to find his magic chest that grants wishes. Both Natasha and the local grumpy brownie Nafanya help him in this. It turns out that Kuzya himself gave the chest to Andrey, Natasha's dad, many years ago. It would seem that the goal is already close, but in search of both Kuzya and the chest, Baba Yaga entered our world, and she has her own insidious plans."
Light,"After crash-landing in an escape pod on a dark and misty planet, a mother is hunted by an alien creature which is drawn to the lights she must use to find her missing son."
Art of a Hit,"With their careers on the line, a late-90s rock band journeys to a French chateau to record with an elusive super-producer. But as tensions rise and tempers flare, they realize they're up against more than just the pressure to succeed."
Underground Orange,A Californian backpacker becomes entangled in a polyamorous relationship with a gang of young actors who plot to kidnap the US Ambassador to Argentina.
Durga,"The story follows Durga, who is sentenced to Life imprisonment after being declared guilty by the court. Archana, a lawyer turned housewife intrigued by this case decides to uncover the truth. As she investigates, she discovers the real culprit, Mahisasur who is the reason behind this entire story. Why did Durga remain silent all this time? This intense investigative drama will unfold the truth behind Durga's downfall."
Love Mouli,"An artist paints his dream girl to life using a magic brush, gifted by a mystic. The manifestation transforms him as he grapples with the consequences of his imagination becoming reality."
My Summer with Irene,"Italy 1997. When 17-year-old Clara and Irene meet they are nothing alike but get on marvelously. They run away together to an island in Sicily to live their summer freely, and to hide from a reality they want to forget."
Hamare Baarah,"A woman takes her father to court to allow her mother, who is in the midst of a risky pregnancy, the right to terminate the pregnancy in order to save her life."
Rosetta Stoned,"Ryan, a reclusive pothead, agrees to get highly functioning autistic classmate Edward high in exchange for homework answers but soon realizes he's in for more than he bargained for when Edward makes advances at friendship. Rosetta Stoned is a micro budget passion project that was filmed entirely in Ann Arbor, MI, on a budget of roughly $30,000. If rated by the MPAA, Rosetta Stoned would be rated R for language, drug use, sexual content, and partial nudity."
Zero Se Restart,Heartwarming documentary about the lengths filmmakers went to in order to produce and shoot the critically acclaimed film 12th Fail (2023). A gentle and light-hearted tale of perseverance in the face of repeated setbacks.
Secret Lives of Orangutans,Follow a multi-generational orangutan family through their treetop triumphs and travails in this immersive documentary narrated by David Attenborough.
Dongeng Sang Kancil,"A mouse-deer, Sang Kancil, small in figure but cunning and wise. With his intelligence, Sang Kancil often escapes dangers and sometimes helps other animals that are in trouble with bigger and more fierce animals."
Glory Hole,"Directed by Romano Montesarchio, the 95-minute Italian drama-thriller Glory Hole follows Silvestro, a white-collar criminal working for the Camorra organization in Caserta who makes money through the illegal disposal of toxic waste."
Nyctophobia,"As Liz struggles with nyctophobia (fear of the dark), an anxiety disorder that disrupts her sleep, she desperately tries to fall asleep."
Missing from Fire Trail Road,"The case of Mary Ellen Johnson-Davis, a Native-American woman who disappeared in 2020, exposing how hundreds of indigenous women continue to go missing in the US, perpetuating trans-generational trauma on Indian reservations."
Staycation,"As a candid interview carries on between the country's leading virologist and a no-nonsense journalist, college roommates deal with the daily struggles of a global pandemic, and a couple separated between continents play catch up."
Yevam,"In the small town of Vikarabad, a female police officer Soumya, who is determined to prove herself, is paired with a sincere PoliceOfficer Abhiram, to unravel the sinister motives of Yugandhar who has a wishlist of young fan girls of stars"
Lucky Heart,"Kelly is an American businesswoman that flies to Italy for a company meeting. While there, she has a chance to meet Lukas, the owner of a local ranch, that she'll fall in love with."
The Damned Lands,"A group of teens stumble upon a secluded family's property while camping. After a violent encounter, they find themselves fighting for survival against the unhinged clan."
Little Emma,"A miniature girl raised by animal parents journeys to an island of tiny humans, uncovering unsettling revelations about her origins."
Silvio,"During a kidnapping, television personality Silvio Santos must fight to protect his family and his legacy while facing one of the most challenging moments of his life."
Kaiju Glam Metal Shark Attack,An accident from space has resulted in the creation of a Kaiju shark-man. A pair of glam rock loving music fans worry that their favorite band's concert will be canceled. Will the world be destroyed? Will the glam metal concert go on?
Operation Hope,"After genetic experimentation during the Holocaust gave her great-grandmother great strength that was passed down through generations, Hope Silverstein embraced her powers and destiny as she fights to keep her loved ones and her city safe."
Trinil,"Couple Rara and Sutan who are ready to start a new life after their honeymoon. Rara inherited a large tea plantation in Central Java belonging to William Saunder, her father, a Dutch man who really loved Indonesia."
Ajosepo,A young couple must deal with all kinds of family tensions on the eve of their wedding.
Spider-Man: Blue,"Peter faces loss and struggles, causing his hero duties to weigh heavy. Aunt May is ill, Gwen is gone, and school's tough. NYC teeters on destruction, but will Peter fight to save it, even alone, despite his fears?"
All American,"In this modern, coming of age documentary, Naomi, Jojo and Arham grapple with economic divides, gender roles, and family dynamics while competing in the fastest growing high school sport in the country: women's wrestling. ALL AMERICAN follows the lives of three immigrant and first-generation high school women wrestlers, who train and compete against both boys and girls, as their devoted coaches prepare them for competition and lives beyond high school. Family dynamics, economics and gender roles collide in this underdog story of community and found family. Personal evolution and transformation are forged through challenges encountered on and off the mat over 5 years of filmmaking, high school and eventually, college wrestling. Bound together by the perspectives of veteran women wrestlers, ALL AMERICAN maintains an inspiring tone while confronting tough realities of trailblazing female athletes and American immigrant families."
Jersey Bred,"A Computer Savvy NJ Mob Prince, who's been reorganizing organized crime, gets challenged for the top spot by his hot-tempered former childhood best friend."
¿Vienes o Voy?,"This romantic comedy portrays the sentimental and sexual experiences of four very different friends (three women and one man). The central character, Diana, is a sexologist who deals with sexual and relationship problems. All characters go through your consultation. Humor is combined with the problems, fetishes and paraphilias that each of the characters have and that are more common than they seem, without forgetting the search for love and how to face motherhood at forty. Sex, love, temptations and secrets will be the pillars of this entanglement. A tangle of family, friends and lovers that will give much to talk about."
My Red Comrade,"Girl escaped from the police under thundering rainy night hidden in old man house spark a conversation on their past, revolutionary traits with sharing ideologies in arts, culture, feminism and revolution."
Unfruitful Times,"After a tragic miscarriage, Nimet -a middle aged woman- gets stuck in the conservative society in Istanbul while her beloved younger sister Öznur carries a burden of her own in the family, trying to struggle her own demons."
Dragon Ball Z Kai,"Son Goku and his friends must fight against Raditz, a space warrior who arrives planet Earth to conquer it and destroy human race."
Pins & Needles,"An uneventful ride to campus becomes a nightmare as MAX, a diabetic, biology student, is entrapped in a diabolical wellness experiment. With her insulin supply dwindling, Max is forced into a deadly game of cat and mouse to save her life."
Rescue on One's Own,
Bandidos - Ein Leben zwischen Freiheit und Gesetz,"The first documentary about the BANDIDOS MC with real interviews with all the leaders of this MC. BANDIDOS are with the HELLS ANGELS the biggest motorcycle club in the world. The docu follows the club for over 4 years around and during that time was a trial against them for building of a criminal empire, weapon dealings and murder."
Robbin,"Fresh out of jail for crimes she didn't commit, a young banker seeks revenge by enlisting her closest friends to help her rob banks and get justice."
Drone,"Émilie, a young student, works as a cam-girl at night to make ends meet. One evening, a mysterious drone appears at her apartment window. From then on, whenever Emilie is alone, the drone appears and follows her."
Green Day: 20 Years of American Idiot,A celebration of the 20th anniversary of Green Day's bestselling and award-winning seventh studio album.
The Frontrooms,"A workaholic with no time for anybody suddenly find himself trapped in his office. One night, he discovers that he can't find the front door. His phone stops working, and disappears. He starts to hear things and realizes he's not alone."
Fresh Off Markham,"In Markham, a Chinese immigrant and a small-time crook's attempt to rob a Japanese restaurant goes terribly wrong. Unsuspectingly taking up the two gangsters and an influencer in a carpool, a driver is entangled in a sinister predicament."
Ten Toes Down,"Kyra's affair threatens her marriage, career, and freedom as manipulation spirals her life out of control in Ten Toes Down."
Water Brother,"'Water Brother' is a feature documentary that follows the life of Sid Abbruzzi, an East Coast legend and culture icon."
Dikkie Dik en de Verdwenen Knuffel,"In 'Tummy Tom and the Lost Teddy Bear' Tummy Tom discovers something shocking: Bear, his favorite cuddle toy, is missing and nowhere to be found. Luckily, his friend Cat Mouse is there to help, because Tummy Tom can't sleep without Bear. Many paws make light work, so they set off to find him and they have many exciting adventures on the way. An ordinary bed becomes a real trampoline, and outside you can walk along the washing line like a proper acrobat. Together they discover new places, like the meadow and the beach, and they come across other animals they have never met before. After a day full of fun and adventures, everything turns out alright in the end. They have not just found Bear, but they have also found lots of new friends along the way."
EVOL: A Love Story in Reverse,"""EVOL: A Love Story in Reverse"" is a new age romantic thriller genere with a great writing and engaging screenplay everyscene of the movie set you on the edge of your seat"
Mikado,"Mikado and Laetitia home-school Nuage and Zephir while living in a van. The van breaks down, so the family must spend the summer in a house. The change challenges their alternative lifestyle."
Tell No Lies,"When his girlfriend goes missing, a desperate man turns to law enforcement for help, only to discover his innocence is being questioned by everyone."
Stealing Jokes,Comedian Jake Burman and friends head out on tour. After getting stiffed for their pay on their first gig they rob the venue which sets the stage for a hilarious Ocean's Eleven type ride through the comedy underworld.
Crossword,"Following the death of their daughter, Tessa focuses on her acclaimed children's book series, ""Lily Learns,"" while her husband, James, attempts to find solace in the daily crossword, but quickly unravels as it takes on a mind of its own."
Tegendraads,"East of the Netherlands, 1960. Economy is booming, and the local textile-factories import workers from Italy. The integration of these Italians in the local community is not without difficulties. That's what 'Tegendraads' is about. Of course its plot also provides some love stories, some successful Italians, and a local girl breaking out to become a fashion-designer."
Las super estrellas de la lucha libre,The film tells the story of the wrestling gold era of Puerto Rico. From the beginning to the End.
Dandupalayam,Based on the infamous criminal gang that murdered countless individuals.
Madame Luna,"An Eritrean refugee hides her identity as the notorious human trafficker, ""Madame Luna"". When she is forced to stay in Italy on her way to freedom, she experiences the same hardships endured by the people she exploited."
Return to the Ring,A former martial artist faces a moral dilemma from his past as his career winds down. A group grapples with having to choose between conflicting desires.
An American Bombing: The Road to April 19th,"The events surrounding the 1995 Oklahoma City bombing, tracing its roots in anti-government sentiment and examining its lasting impact."
Extraordinary,"8-year-old Kolya is not like everyone else. The boy's mother, Tatyana, following the doctors, no longer believes that the congenital disease will recede and the child will one day become ""normal."" But her new acquaintance Yuri is determined to put Kolya on his feet with the help of his unique gymnastics system. And when during classes it accidentally turns out that the boy has a talent for music, learning to play the piano becomes another step on the path to recovery. Ahead of Kolya is a prestigious piano competition in China and a lot of obstacles, which the healing power of music and fatherly love will help him overcome."
Church of the Flying Saucer,"A young videographer finds herself drawn into the orbit of Hadrian Burns, a fledgling UFO cultist, and his gang of lost boys."
Three Castrated Goats,"A man returns to Shannxi to get three castrated goats, but excessive COVID quarantine rules stymie him and leave him and his family in chaos. This sarcastic social drama is Ye's debut feature."
Viva Verdi!,"Oscar nominated for Best Song, VIVA VERDI is an intimate glimpse into lives of celebrated opera singers and musicians living our their 'third act' while mentoring music students at Casa Verdi Milan, built by Giuseppe Verdi in 1896."
Super Vixens 6,"Max Lords clones SuperNova, leading to a clash. Blue Bird lacks serum, while Komodo controls her poison for Vixen's agenda. Metal Skull aims to corrupt Marvel Girl using her weakness, pitting heroes against villainous forces."
Birthright,"After his mother dies, Thomas and partner Beni visit Brazil, where he inherits a house from an unknown grandmother. Two aunts welcome him warmly, but Beni senses something sinister behind the peaceful setting."
